17919,18014
17930,18014
18440,18451
22088,22127
22095,22127
22102,22148
22114,22142
24842,24932
27520,27548
28172,28207
32084,32133
32087,32114
32088,32133
32090,32113
32300,32327
32491,32517
32521,32540
33890,33940
3807,3856
4164,4256
13483,13499
17160,17200
18866,18984
19733,19759
29809,29832
29819,29829
29820,29832
3691,3704
3830,3896
3831,3900
4506,4516
6298,6313
9597,9751
9645,9751
9658,9679
9753,9764
9783,9933
9792,9955
9989,10307
10148,10182
10151,10182
10157,10179
10159,10184
10201,10270
10203,10269
10207,10269
10212,10273
10223,10269
10286,10308
10390,10615
10498,10530
10630,10651
10824,10856
10841,11165
11043,11096
11047,11096
11588,11634
12457,12506
12530,12662
16902,16907
18016,18063
18017,18069
18040,18070
18041,18071
18044,18071
18149,18185
18224,18251
18255,18279
18256,18278
18281,18373
18285,18388
18390,18899
18392,18647
18689,18829
19126,19196
19130,19193
19198,19257
19199,19258
19204,19235
19210,19235
19276,19307
19366,19376
20639,20668
20641,20666
20642,20667
20656,20665
20657,20665
21463,21477
21504,21533
22491,22522
22496,22521
22640,22656
22642,22656
22875,22900
22877,22900
23250,23265
23376,23414
23956,23987
23958,23988
23960,23988
23962,23989
25351,25372
27071,27082
29060,29149
0,261
449,1116
1121,1498
1312,1410
1316,1411
1317,1418
1324,1410
1327,1410
1330,1415
1342,1409
1343,1412
1346,1411
1353,1392
1356,1411
1391,1411
1395,1410
1627,1688
1629,1687
1631,1657
1641,1659
1643,1659
1661,1687
1696,1743
1700,1745
1715,1742
2980,3027
2982,3027
2988,3031
3031,3107
3032,3104
3041,3105
3048,3105
3209,3216
3868,3945
3912,3948
3916,3952
3928,3947
4546,4800
5311,5416
5312,5421
5319,5416
5321,5416
5920,6016
5951,6255
6238,6360
6255,6336
6258,6341
6264,6276
6434,6460
6465,6546
6558,6891
8783,8908
10082,10091
11080,11257
11152,11164
11872,11880
11958,11989
11959,11989
11962,11989
12103,12140
12107,12139
12108,12139
12109,12138
12115,12139
13317,13384
13716,13792
13817,14222
14251,14325
14629,14666
15253,15306
15678,15683
16059,16110
16061,16109
16062,16109
20531,20606
20651,20682
22893,22918
24539,24555
24542,24555
25048,25101
25122,25195
25127,25198
26029,26043
28926,28934
1224,1278
1225,1275
1231,1282
5185,5245
7136,7604
7610,7817
7819,7868
7873,8195
7950,7964
8206,8335
11162,11182
11163,11179
11190,11232
11191,11231
11193,11228
11194,11232
11197,11232
14426,14450
14545,14567
14549,14567
14610,14640
14800,14834
14808,14875
14836,14876
14841,14875
14929,14944
15327,15352
16377,16434
16383,16435
16394,16434
16400,16434
16791,16818
18677,18874
19681,19716
19694,19715
19730,19808
19732,19796
19749,19793
19758,19796
19760,19807
19765,19787
20312,20348
20817,20851
21187,21277
23347,23370
644,663
5036,5081
5037,5059
7521,7639
7643,7744
7649,7745
7736,7740
8617,8674
8676,8797
8849,8926
8929,9080
9374,9420
10523,10733
10524,10590
10533,10734
10580,10734
10593,10733
13956,14000
14476,14505
14478,14503
14923,15359
15018,15055
15027,15055
15111,15153
18151,18178
18511,18536
18523,18542
21449,21524
21606,21765
21837,22087
22854,22922
22924,23013
22930,23013
22935,23013
22938,22992
22939,23013
22946,23013
22952,23013
22955,23013
22957,23013
22959,23013
22961,23013
22966,23013
22970,22989
22995,23013
2335,2375
2343,2375
2586,2667
2588,2662
2590,2667
2594,2668
2607,2662
2608,2667
2960,2978
2982,3165
3172,3209
3214,3649
4089,4183
4093,4192
4094,4191
4100,4191
4111,4191
4144,4192
4158,4186
6715,6933
6936,7059
7078,7209
7211,7962
7971,7982
7993,8028
8067,8088
8167,8209
8180,8209
10059,10127
11383,11438
11757,11777
11765,11779
12208,12570
16100,16182
16954,16995
21339,21388
23077,23101
81,128
88,129
90,129
103,132
104,127
676,745
677,746
952,1002
1118,1309
1309,1352
1820,1831
3495,3627
3631,3670
4915,4971
4926,4989
4928,4971
4930,4989
4938,4988
4978,4989
5037,5083
5063,5121
5203,5256
5205,5255
6676,6713
6678,6879
6695,6706
6707,6876
6838,6875
6883,6926
6890,6915
6898,6961
6922,6962
6933,6963
6978,7008
6983,7006
7141,7178
7145,7179
7274,7320
7277,7314
7281,7317
7336,7349
7611,7631
7684,7932
8331,8409
8436,8546
10670,10687
11660,11713
12025,12035
12027,12039
12028,12039
12131,12141
12206,12255
12248,12262
12257,12266
12331,12553
12341,12555
12345,12557
12348,12551
12796,12823
12830,13254
13258,13441
16369,16490
17077,17149
17154,17569
17434,17475
17437,17476
17638,17782
17787,18027
18882,18904
18989,19027
18990,19029
19712,19785
19714,19783
19721,19786
19763,19785
22567,22600
22578,22600
22692,22720
23494,23527
24334,24485
24340,24395
24345,24397
24353,24402
24497,24564
24502,24569
24584,24622
24747,24842
24921,24968
25847,25882
25906,25960
25913,25965
25989,26017
26145,26210
26218,26258
26224,26256
26267,26298
26278,26296
26344,26373
26850,27102
27075,27125
27105,27208
27131,27263
27283,27310
27352,27369
27374,27579
27412,27437
27490,27570
27493,27579
27860,27992
28007,28121
28093,28111
28131,28162
28171,28212
28180,28212
28192,28211
28193,28215
28261,28267
28279,28339
28280,28340
28349,28374
28356,28375
28410,28430
28412,28437
28897,29022
912,952
2071,2495
2497,2587
2544,2573
4529,4595
4560,4671
4600,4672
5818,6136
5819,6004
5826,6005
5945,6004
6005,6136
6007,6080
6021,6080
6057,6139
6064,6158
6144,6219
6191,6520
6220,6520
6222,6520
6831,6853
6836,6857
6998,7009
6999,7017
7012,7096
7014,7071
7016,7098
7075,7097
7083,7096
8050,8241
9141,9147
9784,10156
10167,10313
11875,11965
12534,12857
12813,12868
12901,13051
13054,13105
16960,16976
16981,17150
17175,17225
17231,17285
17296,17321
17324,17337
17354,17513
17714,17779
17717,17769
17718,17769
18445,18509
18503,18577
18529,18577
18592,18701
18619,18699
18625,18665
18741,18770
18760,18770
18954,18996
18955,19058
19023,19055
20198,20416
20320,20428
20465,20469
20833,20857
23672,23688
24386,24557
26953,26994
